region_type,region_index,chain,axis_x,axis_y,axis_z
3F,14,17,0.5530366103355423,0.6015777908127923,0.5764153617222341
3F,14,50,0.5530366103355423,0.6015777908127923,0.5764153617222341
3F,14,59,0.5530366103355423,0.6015777908127923,0.5764153617222341
3F,15,18,0.9229645613827011,0.38485543771617786,0.004765552636073433
3F,15,38,0.9229645613827011,0.38485543771617786,0.004765552636073433
3F,15,58,0.9229645613827011,0.38485543771617786,0.004765552636073433
3F,16,20,-0.9447511238961765,0.3272317801075671,-0.019096491419733908
3F,16,29,-0.9447511238961765,0.3272317801075671,-0.019096491419733908
3F,16,42,-0.9447511238961765,0.3272317801075671,-0.019096491419733908
3F,17,24,-0.601821956044706,0.5680515414783798,0.5613624314527651
3F,17,25,-0.601821956044706,0.5680515414783798,0.5613624314527651
3F,17,52,-0.601821956044706,0.5680515414783798,0.5613624314527651
3F,18,30,0.9439655045823555,-0.32965381356995876,0.016046474920105237
3F,18,39,0.9439655045823555,-0.32965381356995876,0.016046474920105237
3F,18,57,0.9439655045823555,-0.32965381356995876,0.016046474920105237
3F,19,34,0.5997890195186896,-0.5687798211467163,-0.5627989402274302
3F,19,35,0.5997890195186896,-0.5687798211467163,-0.5627989402274302
3F,19,47,0.5997890195186896,-0.5687798211467163,-0.5627989402274302
