r_angstrom,gamma23_mean,gamma23_sem
1.100000000000000000e+01,-5.285846690964556416e+01,2.498868213504899793e-01
1.110000000000000142e+01,-5.306870484206132232e+01,2.492449819305851133e-01
1.120000000000000107e+01,-5.328072003758984465e+01,2.499637803339067321e-01
1.130000000000000071e+01,-5.350739082160752957e+01,2.512144967133598250e-01
1.140000000000000036e+01,-5.370515065518480924e+01,2.531949516016843704e-01
1.150000000000000000e+01,-5.387886203179219535e+01,2.539278543301008995e-01
1.160000000000000142e+01,-5.405546291345645216e+01,2.562596893742710158e-01
1.170000000000000107e+01,-5.429924027680072385e+01,2.575036937368492262e-01
1.180000000000000071e+01,-5.455494004277225173e+01,2.578097966711129785e-01
1.190000000000000036e+01,-5.471660225372890807e+01,2.584214558063248068e-01
1.200000000000000000e+01,-5.496963613894877199e+01,2.596262749415556015e-01
1.210000000000000142e+01,-5.518210040322788501e+01,2.622472534325528959e-01
1.220000000000000107e+01,-5.533777408935189612e+01,2.621327878621613761e-01
1.230000000000000071e+01,-5.554823588111039356e+01,2.641961940605357939e-01
1.240000000000000036e+01,-5.574830155585271996e+01,2.660253449439758389e-01
1.250000000000000000e+01,-5.593607337292454673e+01,2.682887000467658045e-01
1.260000000000000142e+01,-5.612454321987567596e+01,2.678044078086888602e-01
1.270000000000000107e+01,-5.634143803948108342e+01,2.688698130885828763e-01
1.280000000000000071e+01,-5.651899929336928352e+01,2.710764150238517689e-01
1.290000000000000036e+01,-5.681306650821960602e+01,2.711640196048249463e-01
1.300000000000000000e+01,-5.703765683805646347e+01,2.729277161008363817e-01
1.310000000000000142e+01,-5.726537531260792235e+01,2.740910946611562204e-01
1.320000000000000107e+01,-5.751017970674652702e+01,2.770091400344407151e-01
1.330000000000000071e+01,-5.772269129499920837e+01,2.791521053109535244e-01
1.340000000000000036e+01,-5.792968842225396742e+01,2.811068078606122067e-01
1.350000000000000000e+01,-5.809787911841122110e+01,2.818173561761462276e-01
1.360000000000000142e+01,-5.828747805537472004e+01,2.796052842898716362e-01
1.370000000000000107e+01,-5.848380698984296089e+01,2.799511834787757891e-01
1.380000000000000071e+01,-5.863553097638895650e+01,2.810647080766305317e-01
1.390000000000000036e+01,-5.879778796596202284e+01,2.824212157609461427e-01
1.400000000000000000e+01,-5.903274178483371770e+01,2.844259669685680336e-01
1.410000000000000142e+01,-5.921854945803673331e+01,2.884823248195832468e-01
1.420000000000000107e+01,-5.938614961841367546e+01,2.907996361196140689e-01
1.430000000000000071e+01,-5.955380424174218490e+01,2.916861934857164496e-01
1.440000000000000036e+01,-5.980236637828496526e+01,2.946744601954115472e-01
1.450000000000000000e+01,-6.003595467830855625e+01,2.943248663406121679e-01
1.460000000000000142e+01,-6.022659897663002226e+01,2.945535459079723917e-01
1.470000000000000107e+01,-6.034998035700483143e+01,2.953831048637565737e-01
1.480000000000000071e+01,-6.055781159462792829e+01,2.977449798594329344e-01
1.490000000000000036e+01,-6.073324347340987117e+01,3.002573604647241212e-01
1.500000000000000000e+01,-6.091727003083491354e+01,3.034922767190570414e-01
1.510000000000000142e+01,-6.119069819254381315e+01,3.053921728028256566e-01
1.520000000000000107e+01,-6.135603776774070184e+01,3.086562778518605610e-01
1.530000000000000071e+01,-6.151093802085405571e+01,3.104770194253428373e-01
1.540000000000000036e+01,-6.170807598254241100e+01,3.117634678285248206e-01
1.550000000000000000e+01,-6.186390897496345076e+01,3.134099783505129855e-01
1.560000000000000142e+01,-6.208752008262472799e+01,3.139783077849129245e-01
1.570000000000000107e+01,-6.232181382794077251e+01,3.131201667074287598e-01
1.580000000000000071e+01,-6.247173410762095358e+01,3.136144707145786525e-01
1.590000000000000036e+01,-6.261643387647937686e+01,3.143889297139846328e-01
1.600000000000000000e+01,-6.281919363406804280e+01,3.166060975812223788e-01
1.610000000000000142e+01,-6.291122744569020142e+01,3.174258845167040599e-01
1.619999999999999929e+01,-6.305675265570842924e+01,3.190773179704570750e-01
1.630000000000000071e+01,-6.321882266000366002e+01,3.203951592198263087e-01
1.640000000000000213e+01,-6.341598302793894248e+01,3.222731068371865737e-01
1.650000000000000000e+01,-6.360508281479627612e+01,3.250410689360381800e-01
1.660000000000000142e+01,-6.379969420027792637e+01,3.266191005813475767e-01
1.669999999999999929e+01,-6.401991869473221186e+01,3.285189583388602452e-01
1.680000000000000071e+01,-6.422372974968816095e+01,3.288064541853560896e-01
1.690000000000000213e+01,-6.442544559150627492e+01,3.312633640483659270e-01
1.700000000000000000e+01,-6.458867612311240691e+01,3.336919911832246233e-01
1.710000000000000142e+01,-6.472757655299004398e+01,3.346524460138043389e-01
1.719999999999999929e+01,-6.489708494443625852e+01,3.338612533170465246e-01
1.730000000000000071e+01,-6.505958967611731225e+01,3.333808279201508906e-01
1.740000000000000213e+01,-6.513035787870256854e+01,3.340786341883534294e-01
1.750000000000000000e+01,-6.529867170814681288e+01,3.371823951005634701e-01
1.760000000000000142e+01,-6.547288598755429234e+01,3.397970133756048616e-01
1.769999999999999929e+01,-6.562231664756365035e+01,3.404785751114679515e-01
1.780000000000000071e+01,-6.577675208993451861e+01,3.415683609990812220e-01
1.790000000000000213e+01,-6.599256813903326702e+01,3.413885109637658233e-01
