r_angstrom,gamma23_mean,gamma23_sem
2.870000000000000284e+01,-3.522330145416099185e+02,3.456232176624590924e+00
2.880000000000000071e+01,-3.520088119491883276e+02,3.470204183293192024e+00
2.890000000000000213e+01,-3.525610992353837787e+02,3.469760732894692001e+00
2.900000000000000000e+01,-3.528429846280268407e+02,3.486396472985412665e+00
2.910000000000000142e+01,-3.532590586319044519e+02,3.484873208923225718e+00
2.920000000000000284e+01,-3.533729854899302723e+02,3.494733503659274376e+00
2.930000000000000071e+01,-3.536382978906849530e+02,3.503937364330679483e+00
2.940000000000000213e+01,-3.540719229076459555e+02,3.501768518948447984e+00
2.950000000000000000e+01,-3.543762637342064750e+02,3.511997716689752913e+00
2.960000000000000142e+01,-3.544330206428551264e+02,3.534552612767104751e+00
2.970000000000000284e+01,-3.547406856728916864e+02,3.542328389363126107e+00
2.980000000000000071e+01,-3.551232564574351613e+02,3.543901013141976364e+00
2.990000000000000213e+01,-3.551273138219589782e+02,3.551850611316746953e+00
3.000000000000000000e+01,-3.555816901967555168e+02,3.555581268364903735e+00
