r_angstrom,gamma23_mean,gamma23_sem
1.410000000000000142e+01,-1.234073460826602719e+01,3.512556586616116250e-01
1.420000000000000107e+01,-1.249324015826469392e+01,3.531351709049086462e-01
1.430000000000000071e+01,-1.264482710573106949e+01,3.540023823271207792e-01
1.440000000000000036e+01,-1.276859879620833738e+01,3.545225162514177852e-01
1.450000000000000000e+01,-1.296607724671947892e+01,3.540342368903811598e-01
1.460000000000000142e+01,-1.313103855191066671e+01,3.555860235641956080e-01
1.470000000000000107e+01,-1.328124187664358402e+01,3.546857621174353548e-01
1.480000000000000071e+01,-1.340527545851504776e+01,3.569501502135287163e-01
1.490000000000000036e+01,-1.353679346523238181e+01,3.574514389713892015e-01
1.500000000000000000e+01,-1.367320751308129623e+01,3.586022085532062920e-01
