r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
12.675,3.2894211576846306,3.8263473053892216,-0.5369261477045908,-496.12974051896197
12.725000000000001,3.367265469061876,3.7604790419161676,-0.3932135728542914,-496.52295409181625
12.775,3.431137724550898,3.748502994011976,-0.31736526946107785,-496.8403193612773
12.825000000000001,3.2654690618762476,3.5768463073852295,-0.31137724550898205,-497.1516966067863
12.875,3.161676646706587,3.7704590818363273,-0.6087824351297405,-497.760479041916
12.925,3.367265469061876,3.684630738522954,-0.31736526946107785,-498.0778443113771
12.975000000000001,3.179640718562874,3.6786427145708585,-0.499001996007984,-498.57684630738504
13.025,3.3033932135728543,3.6966067864271457,-0.3932135728542914,-498.9700598802393
13.075000000000001,3.305389221556886,3.632734530938124,-0.3273453093812375,-499.2974051896206
13.125,3.3013972055888225,3.5728542914171655,-0.2714570858283433,-499.5688622754489
13.175,3.3932135728542914,3.5808383233532934,-0.18762475049900199,-499.75648702594793
13.225000000000001,3.24750499001996,3.636726546906188,-0.38922155688622756,-500.1457085828342
13.275,3.153692614770459,3.4830339321357284,-0.32934131736526945,-500.47504990019945
13.325000000000001,3.3612774451097804,3.594810379241517,-0.23353293413173654,-500.7085828343312
13.375,3.349301397205589,3.720558882235529,-0.3712574850299401,-501.07984031936115
13.425,3.337325349301397,3.6347305389221556,-0.29740518962075846,-501.3772455089819
13.475000000000001,3.413173652694611,3.716566866267465,-0.3033932135728543,-501.68063872255476
13.525,3.281437125748503,3.7285429141716566,-0.4471057884231537,-502.1277445109779
13.575000000000001,3.377245508982036,3.636726546906188,-0.25948103792415167,-502.38722554890205
13.625,3.311377245508982,3.5548902195608783,-0.2435129740518962,-502.63073852295395
13.675,3.3592814371257487,3.846307385229541,-0.4870259481037924,-503.11776447105774
13.725000000000001,3.3393213572854292,3.592814371257485,-0.25349301397205587,-503.3712574850298
13.775,3.4211576846307383,3.465069860279441,-0.043912175648702596,-503.4151696606785
13.825000000000001,3.3473053892215567,3.812375249500998,-0.46506986027944114,-503.8802395209579
13.875,3.399201596806387,3.592814371257485,-0.1936127744510978,-504.073852295409
13.925,3.5409181636726546,3.6207584830339323,-0.07984031936127745,-504.15369261477025
13.975000000000001,3.506986027944112,3.9161676646706587,-0.4091816367265469,-504.5628742514968
14.025,3.4530938123752497,3.5708582834331337,-0.11776447105788423,-504.6806387225547
14.075000000000001,3.4011976047904193,3.624750499001996,-0.22355289421157684,-504.9041916167663
14.125,3.403193612774451,3.7564870259481036,-0.3532934131736527,-505.25748502993997
14.175,3.3692614770459084,3.5848303393213574,-0.2155688622754491,-505.47305389221543
14.225000000000001,3.3872255489021956,3.6187624750499,-0.2315369261477046,-505.70459081836316
14.275,3.311377245508982,3.6746506986027945,-0.36327345309381237,-506.067864271457
14.325000000000001,3.3692614770459084,3.81437125748503,-0.44510978043912175,-506.5129740518961
14.375,3.377245508982036,3.5808383233532934,-0.20359281437125748,-506.7165668662673
14.425,3.245508982035928,3.530938123752495,-0.28542914171656686,-507.0019960079839
14.475000000000001,3.3612774451097804,3.6686626746506987,-0.3073852295409182,-507.3093812375248
14.525,3.273453093812375,3.6487025948103793,-0.37524950099800397,-507.6846307385228
14.575000000000001,3.5089820359281436,3.5548902195608783,-0.04590818363273453,-507.7305389221555
14.625,3.2974051896207586,3.7425149700598803,-0.44510978043912175,-508.17564870259463
14.675,3.4830339321357284,3.7025948103792414,-0.21956087824351297,-508.3952095808381
14.725000000000001,3.407185628742515,3.754491017964072,-0.3473053892215569,-508.7425149700597
14.775,3.5209580838323356,3.5429141716566868,-0.021956087824351298,-508.76447105788407
14.825000000000001,3.409181636726547,3.489021956087824,-0.07984031936127745,-508.84431137724533
14.875,3.465069860279441,3.6526946107784433,-0.18762475049900199,-509.03193612774436
14.925,3.4191616766467066,3.684630738522954,-0.2654690618762475,-509.29740518962063
14.975000000000001,3.528942115768463,3.636726546906188,-0.10778443113772455,-509.40518962075834
